date,crop,price_per_quintal_inr,market,state,arrivals_tonnes
2023-02-25,Wheat,34.93,Mumbai APMC,Karnataka,950.3
2023-02-25,Rice,39.64,Bengaluru APMC,Punjab,1630.6
2023-02-25,Soybean,56.16,Bengaluru APMC,Gujarat,3482.4
2023-02-25,Cotton,74.24,Bengaluru APMC,Punjab,734.2
2023-02-26,Tomato,48.48,Coimbatore APMC,Haryana,2122.4
2023-02-26,Potato,26.21,Hyderabad,Rajasthan,2692.2
2023-02-26,Corn,29.23,Coimbatore APMC,Haryana,463.9
2023-02-26,Wheat,32.76,Bengaluru APMC,Rajasthan,2910.5
2023-02-26,Rice,37.89,Coimbatore APMC,Maharashtra,1214.2
2023-02-26,Soybean,59.49,Chennai APMC,Andhra Pradesh,4969.8
2023-02-26,Cotton,73.29,Chennai APMC,Punjab,2814.0
2023-02-27,Tomato,52.28,Madurai,Maharashtra,344.9
2023-02-27,Potato,21.03,Mumbai APMC,Punjab,4251.3
2023-02-27,Corn,26.52,Madurai,Uttar Pradesh,2328.9
2023-02-27,Wheat,33.43,Bengaluru APMC,Andhra Pradesh,1093.1
2023-02-27,Rice,40.49,Coimbatore APMC,Tamil Nadu,3747.6
2023-02-27,Soybean,56.75,Koyambedu,Karnataka,1918.4
2023-02-27,Cotton,74.35,Chennai APMC,Haryana,1889.8
2023-02-28,Tomato,48.77,Koyambedu,Maharashtra,2410.3
2023-02-28,Potato,23.16,Madurai,Tamil Nadu,777.1
2023-02-28,Corn,27.56,Madurai,Maharashtra,1263.0
2023-02-28,Wheat,34.15,Chennai APMC,Haryana,791.1
2023-02-28,Rice,41.44,Madurai,Gujarat,3730.6
2023-02-28,Soybean,55.69,Delhi Azadpur,Gujarat,2087.0
2023-02-28,Cotton,71.07,Mumbai APMC,Gujarat,3917.9
2023-03-01,Tomato,52.24,Chennai APMC,Uttar Pradesh,600.8
2023-03-01,Potato,23.83,Chennai APMC,Tamil Nadu,3040.7
2023-03-01,Corn,26.21,Madurai,Rajasthan,843.7
2023-03-01,Wheat,35.66,Bengaluru APMC,Haryana,3415.5
2023-03-01,Rice,40.5,Hyderabad,Rajasthan,3571.5
2023-03-01,Soybean,59.1,Delhi Azadpur,Rajasthan,1564.9
2023-03-01,Cotton,73.43,Coimbatore APMC,Haryana,4660.7
2023-03-02,Tomato,53.37,Delhi Azadpur,Maharashtra,2631.4
2023-03-02,Potato,25.91,Madurai,Andhra Pradesh,2032.0
2023-03-02,Corn,26.91,Chennai APMC,Andhra Pradesh,1991.8
2023-03-02,Wheat,34.74,Koyambedu,Gujarat,2413.2
2023-03-02,Rice,41.25,Bengaluru APMC,Haryana,865.9
2023-03-02,Soybean,59.33,Mumbai APMC,Haryana,1013.9
2023-03-02,Cotton,71.83,Koyambedu,Maharashtra,435.2
2023-03-03,Tomato,51.26,Mumbai APMC,Tamil Nadu,1235.7
2023-03-03,Potato,24.82,Madurai,Rajasthan,577.0
2023-03-03,Corn,24.59,Coimbatore APMC,Tamil Nadu,3794.8
2023-03-03,Wheat,31.46,Delhi Azadpur,Andhra Pradesh,2780.9
2023-03-03,Rice,37.17,Chennai APMC,Andhra Pradesh,1382.4
2023-03-03,Soybean,56.83,Chennai APMC,Gujarat,276.1
2023-03-03,Cotton,74.31,Mumbai APMC,Maharashtra,4720.4
2023-03-04,Tomato,52.43,Chennai APMC,Punjab,3770.8
2023-03-04,Potato,23.29,Bengaluru APMC,Rajasthan,1014.7
2023-03-04,Corn,29.62,Bengaluru APMC,Punjab,4870.6
2023-03-04,Wheat,31.11,Koyambedu,Punjab,2066.1
2023-03-04,Rice,37.62,Koyambedu,Rajasthan,4047.1
2023-03-04,Soybean,57.1,Madurai,Tamil Nadu,2956.5
2023-03-04,Cotton,73.75,Bengaluru APMC,Gujarat,2952.5
2023-03-05,Tomato,50.08,Chennai APMC,Uttar Pradesh,848.1
2023-03-05,Potato,20.02,Hyderabad,Maharashtra,4431.8
2023-03-05,Corn,26.99,Koyambedu,Andhra Pradesh,4427.8
2023-03-05,Wheat,31.17,Madurai,Karnataka,4967.4
2023-03-05,Rice,41.13,Mumbai APMC,Gujarat,3937.5
2023-03-05,Soybean,57.68,Mumbai APMC,Uttar Pradesh,1833.6
2023-03-05,Cotton,71.72,Bengaluru APMC,Tamil Nadu,4458.9
2023-03-06,Tomato,49.3,Bengaluru APMC,Andhra Pradesh,1083.7
2023-03-06,Potato,21.48,Koyambedu,Karnataka,2856.2
2023-03-06,Corn,26.98,Hyderabad,Maharashtra,4033.4
2023-03-06,Wheat,34.5,Madurai,Uttar Pradesh,2758.3
2023-03-06,Rice,38.59,Koyambedu,Gujarat,515.9
2023-03-06,Soybean,57.83,Mumbai APMC,Karnataka,4673.6
2023-03-06,Cotton,72.28,Madurai,Maharashtra,1436.6
2023-03-07,Tomato,48.83,Mumbai APMC,Punjab,491.7
2023-03-07,Potato,22.86,Madurai,Gujarat,1326.8
2023-03-07,Corn,25.46,Hyderabad,Uttar Pradesh,3827.6
2023-03-07,Wheat,32.19,Hyderabad,Karnataka,4702.2
2023-03-07,Rice,38.22,Hyderabad,Tamil Nadu,1849.2
2023-03-07,Soybean,59.96,Delhi Azadpur,Haryana,2074.7
2023-03-07,Cotton,73.07,Madurai,Gujarat,1865.3
2023-03-08,Tomato,48.91,Mumbai APMC,Punjab,463.3
2023-03-08,Potato,23.28,Bengaluru APMC,Rajasthan,2278.0
2023-03-08,Corn,26.79,Chennai APMC,Tamil Nadu,3718.2
2023-03-08,Wheat,32.63,Coimbatore APMC,Rajasthan,89.3
2023-03-08,Rice,40.88,Koyambedu,Uttar Pradesh,1910.3
2023-03-08,Soybean,58.09,Bengaluru APMC,Maharashtra,1154.1
2023-03-08,Cotton,72.16,Hyderabad,Maharashtra,1777.2
2023-03-09,Tomato,49.04,Hyderabad,Rajasthan,4505.6
2023-03-09,Potato,22.49,Hyderabad,Maharashtra,474.8
2023-03-09,Corn,23.45,Koyambedu,Haryana,3852.7
2023-03-09,Wheat,30.63,Coimbatore APMC,Haryana,1677.2
2023-03-09,Rice,41.95,Mumbai APMC,Punjab,4982.4
2023-03-09,Soybean,59.37,Hyderabad,Andhra Pradesh,3526.3
2023-03-09,Cotton,72.53,Hyderabad,Maharashtra,1428.0
2023-03-10,Tomato,50.7,Chennai APMC,Rajasthan,820.9
2023-03-10,Potato,23.31,Hyderabad,Karnataka,3219.1
2023-03-10,Corn,31.46,Mumbai APMC,Tamil Nadu,4939.7
2023-03-10,Wheat,34.52,Bengaluru APMC,Tamil Nadu,4685.5
2023-03-10,Rice,39.65,Mumbai APMC,Haryana,4893.9
2023-03-10,Soybean,55.41,Coimbatore APMC,Tamil Nadu,1096.9
2023-03-10,Cotton,70.43,Chennai APMC,Haryana,1385.7
2023-03-11,Tomato,50.08,Madurai,Maharashtra,751.6
2023-03-11,Potato,21.64,Delhi Azadpur,Haryana,454.5
2023-03-11,Corn,24.64,Hyderabad,Haryana,2647.7
2023-03-11,Wheat,31.81,Delhi Azadpur,Karnataka,4161.2
2023-03-11,Rice,38.15,Koyambedu,Haryana,1743.0
2023-03-11,Soybean,59.31,Delhi Azadpur,Karnataka,1033.1
2023-03-11,Cotton,74.1,Bengaluru APMC,Gujarat,2403.7
2023-03-12,Tomato,49.7,Madurai,Haryana,1805.7
2023-03-12,Potato,24.93,Bengaluru APMC,Tamil Nadu,2826.5
2023-03-12,Corn,26.83,Coimbatore APMC,Maharashtra,3627.5
2023-03-12,Wheat,31.42,Madurai,Punjab,3337.1
2023-03-12,Rice,42.0,Mumbai APMC,Tamil Nadu,795.0
2023-03-12,Soybean,57.52,Hyderabad,Karnataka,2522.3
2023-03-12,Cotton,71.16,Mumbai APMC,Maharashtra,3970.5
2023-03-13,Tomato,49.36,Bengaluru APMC,Uttar Pradesh,2627.4
2023-03-13,Potato,21.34,Chennai APMC,Gujarat,4719.5
2023-03-13,Corn,24.58,Madurai,Gujarat,3212.6
2023-03-13,Wheat,34.04,Koyambedu,Tamil Nadu,1132.2
2023-03-13,Rice,42.51,Coimbatore APMC,Haryana,3497.4
2023-03-13,Soybean,54.55,Madurai,Haryana,1119.9
2023-03-13,Cotton,73.49,Coimbatore APMC,Andhra Pradesh,4860.1
2023-03-14,Tomato,48.61,Chennai APMC,Punjab,4078.2
2023-03-14,Potato,21.85,Chennai APMC,Uttar Pradesh,4488.4
2023-03-14,Corn,25.69,Koyambedu,Gujarat,3262.1
2023-03-14,Wheat,31.29,Hyderabad,Haryana,2081.4
2023-03-14,Rice,39.66,Mumbai APMC,Rajasthan,2158.0
2023-03-14,Soybean,55.34,Mumbai APMC,Maharashtra,4635.4
2023-03-14,Cotton,72.99,Hyderabad,Haryana,1897.0
2023-03-15,Tomato,49.44,Madurai,Rajasthan,2207.6
2023-03-15,Potato,22.16,Delhi Azadpur,Haryana,3188.8
2023-03-15,Corn,25.15,Koyambedu,Maharashtra,4039.4
2023-03-15,Wheat,31.65,Koyambedu,Maharashtra,3265.6
2023-03-15,Rice,40.65,Bengaluru APMC,Maharashtra,2507.2
2023-03-15,Soybean,57.27,Koyambedu,Gujarat,2541.6
2023-03-15,Cotton,71.05,Chennai APMC,Uttar Pradesh,4265.9
2023-03-16,Tomato,49.6,Coimbatore APMC,Andhra Pradesh,3895.6
2023-03-16,Potato,23.57,Bengaluru APMC,Maharashtra,1018.0
2023-03-16,Corn,23.94,Hyderabad,Maharashtra,1785.5
2023-03-16,Wheat,33.26,Hyderabad,Haryana,4544.6
2023-03-16,Rice,38.45,Bengaluru APMC,Tamil Nadu,4701.1
2023-03-16,Soybean,57.3,Coimbatore APMC,Rajasthan,1453.8
2023-03-16,Cotton,71.3,Delhi Azadpur,Uttar Pradesh,4200.5
2023-03-17,Tomato,46.67,Bengaluru APMC,Andhra Pradesh,70.6
2023-03-17,Potato,19.94,Bengaluru APMC,Tamil Nadu,126.9
2023-03-17,Corn,26.45,Madurai,Punjab,4211.8
2023-03-17,Wheat,32.77,Mumbai APMC,Punjab,893.5
2023-03-17,Rice,38.02,Bengaluru APMC,Andhra Pradesh,2800.9
2023-03-17,Soybean,57.34,Bengaluru APMC,Andhra Pradesh,3100.5
2023-03-17,Cotton,69.89,Bengaluru APMC,Tamil Nadu,4016.6
2023-03-18,Tomato,49.21,Bengaluru APMC,Karnataka,4700.0
2023-03-18,Potato,20.49,Bengaluru APMC,Karnataka,2045.4
2023-03-18,Corn,25.33,Mumbai APMC,Rajasthan,834.3
2023-03-18,Wheat,32.38,Coimbatore APMC,Maharashtra,3564.6
2023-03-18,Rice,38.02,Madurai,Rajasthan,635.9
2023-03-18,Soybean,55.73,Bengaluru APMC,Uttar Pradesh,4194.8
2023-03-18,Cotton,73.82,Madurai,Punjab,1058.6
2023-03-19,Tomato,48.37,Koyambedu,Tamil Nadu,2215.2
2023-03-19,Potato,23.49,Madurai,Tamil Nadu,3109.6
2023-03-19,Corn,24.54,Koyambedu,Haryana,175.2
2023-03-19,Wheat,33.03,Madurai,Gujarat,3190.6
2023-03-19,Rice,41.4,Mumbai APMC,Karnataka,1236.6
2023-03-19,Soybean,52.53,Coimbatore APMC,Uttar Pradesh,1009.5
2023-03-19,Cotton,71.04,Coimbatore APMC,Haryana,3863.4
2023-03-20,Tomato,50.03,Chennai APMC,Uttar Pradesh,460.7
2023-03-20,Potato,21.86,Madurai,Tamil Nadu,3210.0
2023-03-20,Corn,26.72,Koyambedu,Maharashtra,2322.7
2023-03-20,Wheat,31.25,Koyambedu,Maharashtra,752.1
2023-03-20,Rice,39.29,Delhi Azadpur,Karnataka,509.2
2023-03-20,Soybean,55.93,Hyderabad,Punjab,4568.0
2023-03-20,Cotton,73.91,Coimbatore APMC,Haryana,548.3
2023-03-21,Tomato,49.47,Chennai APMC,Haryana,414.2
2023-03-21,Potato,22.59,Koyambedu,Andhra Pradesh,3452.3
2023-03-21,Corn,25.47,Bengaluru APMC,Punjab,3186.1
2023-03-21,Wheat,31.35,Hyderabad,Karnataka,940.0
2023-03-21,Rice,38.44,Chennai APMC,Karnataka,3315.3
2023-03-21,Soybean,56.68,Chennai APMC,Maharashtra,4880.8
2023-03-21,Cotton,71.45,Mumbai APMC,Gujarat,4974.8
2023-03-22,Tomato,49.44,Chennai APMC,Karnataka,2632.7
2023-03-22,Potato,25.12,Delhi Azadpur,Maharashtra,1004.6
2023-03-22,Corn,27.32,Chennai APMC,Rajasthan,164.0
2023-03-22,Wheat,31.52,Madurai,Andhra Pradesh,4341.0
2023-03-22,Rice,40.81,Koyambedu,Andhra Pradesh,196.0
2023-03-22,Soybean,55.4,Madurai,Andhra Pradesh,463.0
2023-03-22,Cotton,68.95,Madurai,Uttar Pradesh,1404.6
2023-03-23,Tomato,47.42,Coimbatore APMC,Maharashtra,1775.3
2023-03-23,Potato,19.12,Delhi Azadpur,Gujarat,3738.7
2023-03-23,Corn,25.4,Hyderabad,Haryana,2587.6
2023-03-23,Wheat,31.96,Bengaluru APMC,Andhra Pradesh,1288.0
2023-03-23,Rice,41.45,Coimbatore APMC,Uttar Pradesh,4811.3
2023-03-23,Soybean,56.42,Koyambedu,Uttar Pradesh,870.0
2023-03-23,Cotton,71.6,Coimbatore APMC,Gujarat,2195.7
2023-03-24,Tomato,50.1,Hyderabad,Haryana,3001.8
2023-03-24,Potato,18.54,Delhi Azadpur,Punjab,3133.4
2023-03-24,Corn,26.21,Bengaluru APMC,Haryana,1038.6
2023-03-24,Wheat,33.01,Mumbai APMC,Punjab,4494.6
2023-03-24,Rice,36.63,Koyambedu,Gujarat,877.9
2023-03-24,Soybean,57.57,Chennai APMC,Rajasthan,1302.7
2023-03-24,Cotton,72.36,Bengaluru APMC,Uttar Pradesh,3039.2
2023-03-25,Tomato,48.15,Mumbai APMC,Haryana,198.2
2023-03-25,Potato,22.72,Madurai,Punjab,2175.5
2023-03-25,Corn,29.18,Madurai,Punjab,1264.3
2023-03-25,Wheat,32.05,Coimbatore APMC,Punjab,1891.2
2023-03-25,Rice,39.14,Mumbai APMC,Maharashtra,97.7
2023-03-25,Soybean,55.08,Chennai APMC,Punjab,1108.2
2023-03-25,Cotton,70.5,Mumbai APMC,Andhra Pradesh,2830.1
2023-03-26,Tomato,49.94,Bengaluru APMC,Uttar Pradesh,3028.9
2023-03-26,Potato,20.41,Coimbatore APMC,Maharashtra,2826.7
2023-03-26,Corn,25.8,Koyambedu,Haryana,3426.6
2023-03-26,Wheat,30.98,Bengaluru APMC,Punjab,4076.3
2023-03-26,Rice,39.41,Coimbatore APMC,Andhra Pradesh,295.8
2023-03-26,Soybean,56.19,Hyderabad,Gujarat,281.6
2023-03-26,Cotton,73.25,Delhi Azadpur,Haryana,640.3
2023-03-27,Tomato,47.84,Hyderabad,Karnataka,3027.1
2023-03-27,Potato,21.2,Bengaluru APMC,Andhra Pradesh,2903.2
2023-03-27,Corn,24.14,Delhi Azadpur,Tamil Nadu,3236.1
2023-03-27,Wheat,30.94,Chennai APMC,Gujarat,1457.6
2023-03-27,Rice,39.18,Bengaluru APMC,Tamil Nadu,4484.4
2023-03-27,Soybean,56.75,Chennai APMC,Punjab,3241.6
2023-03-27,Cotton,70.23,Koyambedu,Gujarat,520.8
2023-03-28,Tomato,49.83,Bengaluru APMC,Uttar Pradesh,1409.6
2023-03-28,Potato,23.56,Mumbai APMC,Haryana,444.8
2023-03-28,Corn,26.15,Mumbai APMC,Gujarat,3081.0
2023-03-28,Wheat,34.34,Bengaluru APMC,Uttar Pradesh,3497.5
2023-03-28,Rice,37.37,Hyderabad,Gujarat,4250.9
2023-03-28,Soybean,53.66,Koyambedu,Punjab,4691.6
2023-03-28,Cotton,68.86,Koyambedu,Tamil Nadu,1158.9
2023-03-29,Tomato,50.69,Chennai APMC,Karnataka,570.4
2023-03-29,Potato,22.42,Mumbai APMC,Haryana,1170.4
2023-03-29,Corn,25.36,Koyambedu,Andhra Pradesh,3634.3
2023-03-29,Wheat,31.86,Mumbai APMC,Rajasthan,4948.3
2023-03-29,Rice,36.75,Chennai APMC,Uttar Pradesh,4422.4
2023-03-29,Soybean,59.11,Chennai APMC,Maharashtra,287.6
2023-03-29,Cotton,71.64,Delhi Azadpur,Maharashtra,1355.4
2023-03-30,Tomato,48.52,Bengaluru APMC,Uttar Pradesh,3508.4
2023-03-30,Potato,22.45,Madurai,Gujarat,643.5
2023-03-30,Corn,26.08,Mumbai APMC,Karnataka,3777.5
2023-03-30,Wheat,31.69,Bengaluru APMC,Gujarat,3357.8
2023-03-30,Rice,37.17,Coimbatore APMC,Gujarat,3323.3
2023-03-30,Soybean,56.06,Delhi Azadpur,Punjab,3874.6
2023-03-30,Cotton,74.18,Hyderabad,Andhra Pradesh,504.4
2023-03-31,Tomato,50.29,Delhi Azadpur,Maharashtra,1797.4
2023-03-31,Potato,23.66,Coimbatore APMC,Andhra Pradesh,3490.1
2023-03-31,Corn,24.5,Koyambedu,Gujarat,348.3
2023-03-31,Wheat,29.79,Chennai APMC,Andhra Pradesh,2367.3
2023-03-31,Rice,38.08,Bengaluru APMC,Andhra Pradesh,2463.8
2023-03-31,Soybean,55.36,Mumbai APMC,Andhra Pradesh,4079.3
2023-03-31,Cotton,72.91,Mumbai APMC,Uttar Pradesh,3557.1
2023-04-01,Tomato,45.65,Madurai,Rajasthan,573.0
2023-04-01,Potato,23.48,Madurai,Andhra Pradesh,4587.7
2023-04-01,Corn,24.95,Bengaluru APMC,Gujarat,4345.9
2023-04-01,Wheat,30.54,Coimbatore APMC,Haryana,980.4
2023-04-01,Rice,36.67,Delhi Azadpur,Haryana,862.8
2023-04-01,Soybean,52.7,Delhi Azadpur,Maharashtra,779.1
2023-04-01,Cotton,72.42,Koyambedu,Maharashtra,1240.8
2023-04-02,Tomato,48.21,Hyderabad,Karnataka,1370.4
2023-04-02,Potato,19.16,Hyderabad,Rajasthan,2290.6
2023-04-02,Corn,23.15,Delhi Azadpur,Maharashtra,4638.3
2023-04-02,Wheat,30.59,Koyambedu,Punjab,2185.8
2023-04-02,Rice,40.6,Madurai,Haryana,2535.8
2023-04-02,Soybean,54.71,Mumbai APMC,Tamil Nadu,2234.6
2023-04-02,Cotton,68.84,Mumbai APMC,Maharashtra,293.2
2023-04-03,Tomato,47.64,Bengaluru APMC,Haryana,1010.0
2023-04-03,Potato,20.6,Coimbatore APMC,Haryana,924.4
2023-04-03,Corn,20.96,Delhi Azadpur,Rajasthan,3056.9
2023-04-03,Wheat,30.93,Bengaluru APMC,Maharashtra,3421.7
2023-04-03,Rice,37.66,Coimbatore APMC,Maharashtra,1136.9
2023-04-03,Soybean,56.05,Chennai APMC,Tamil Nadu,2897.4
2023-04-03,Cotton,73.78,Coimbatore APMC,Maharashtra,2684.1
2023-04-04,Tomato,49.61,Delhi Azadpur,Andhra Pradesh,4418.9
2023-04-04,Potato,20.51,Bengaluru APMC,Haryana,1994.8
2023-04-04,Corn,23.26,Coimbatore APMC,Uttar Pradesh,2501.1
2023-04-04,Wheat,34.78,Madurai,Andhra Pradesh,1770.8
2023-04-04,Rice,38.01,Delhi Azadpur,Uttar Pradesh,3682.7
2023-04-04,Soybean,54.94,Koyambedu,Karnataka,2541.0
2023-04-04,Cotton,70.88,Hyderabad,Uttar Pradesh,4270.2
2023-04-05,Tomato,48.12,Coimbatore APMC,Karnataka,1609.8
2023-04-05,Potato,20.61,Koyambedu,Karnataka,977.4
2023-04-05,Corn,23.97,Hyderabad,Karnataka,4813.1
2023-04-05,Wheat,30.01,Hyderabad,Haryana,1703.6
2023-04-05,Rice,37.78,Madurai,Uttar Pradesh,4412.2
2023-04-05,Soybean,54.01,Madurai,Tamil Nadu,2990.3
2023-04-05,Cotton,69.76,Hyderabad,Tamil Nadu,2467.1
2023-04-06,Tomato,47.9,Coimbatore APMC,Gujarat,591.5
2023-04-06,Potato,20.35,Chennai APMC,Uttar Pradesh,4185.0
2023-04-06,Corn,26.99,Madurai,Karnataka,3887.5
2023-04-06,Wheat,26.76,Koyambedu,Uttar Pradesh,4029.3
2023-04-06,Rice,39.37,Mumbai APMC,Gujarat,2478.8
2023-04-06,Soybean,56.6,Mumbai APMC,Rajasthan,1323.8
2023-04-06,Cotton,67.63,Hyderabad,Uttar Pradesh,1853.2
2023-04-07,Tomato,47.13,Chennai APMC,Punjab,1540.6
2023-04-07,Potato,20.09,Mumbai APMC,Rajasthan,3883.9
2023-04-07,Corn,22.53,Hyderabad,Maharashtra,1386.2
2023-04-07,Wheat,29.48,Chennai APMC,Karnataka,4894.3
2023-04-07,Rice,35.98,Coimbatore APMC,Karnataka,1818.1
2023-04-07,Soybean,57.27,Chennai APMC,Andhra Pradesh,2909.0
2023-04-07,Cotton,72.05,Bengaluru APMC,Punjab,1071.2
2023-04-08,Tomato,49.46,Koyambedu,Andhra Pradesh,4607.2
2023-04-08,Potato,21.63,Bengaluru APMC,Maharashtra,4829.0
2023-04-08,Corn,22.86,Hyderabad,Rajasthan,916.0
2023-04-08,Wheat,29.76,Mumbai APMC,Punjab,1985.6
2023-04-08,Rice,38.28,Bengaluru APMC,Uttar Pradesh,1581.2
2023-04-08,Soybean,52.72,Chennai APMC,Rajasthan,3524.1
2023-04-08,Cotton,71.62,Koyambedu,Haryana,3986.9
2023-04-09,Tomato,47.1,Mumbai APMC,Uttar Pradesh,595.4
2023-04-09,Potato,19.89,Chennai APMC,Gujarat,4639.8
2023-04-09,Corn,25.52,Madurai,Gujarat,3420.6
2023-04-09,Wheat,31.12,Delhi Azadpur,Rajasthan,3338.4
2023-04-09,Rice,36.91,Delhi Azadpur,Gujarat,1476.9
2023-04-09,Soybean,56.2,Delhi Azadpur,Tamil Nadu,2296.6
2023-04-09,Cotton,68.83,Coimbatore APMC,Uttar Pradesh,4136.1
2023-04-10,Tomato,48.29,Koyambedu,Tamil Nadu,2467.4
2023-04-10,Potato,21.25,Chennai APMC,Haryana,1793.7
2023-04-10,Corn,23.9,Chennai APMC,Tamil Nadu,1294.6
2023-04-10,Wheat,30.85,Mumbai APMC,Uttar Pradesh,3937.1
2023-04-10,Rice,35.48,Madurai,Maharashtra,3580.3
2023-04-10,Soybean,55.75,Madurai,Andhra Pradesh,2188.7
2023-04-10,Cotton,70.08,Koyambedu,Uttar Pradesh,1133.3
2023-04-11,Tomato,46.48,Hyderabad,Punjab,1281.2
2023-04-11,Potato,21.84,Bengaluru APMC,Haryana,2025.6
2023-04-11,Corn,23.21,Koyambedu,Uttar Pradesh,4605.0
2023-04-11,Wheat,28.15,Delhi Azadpur,Karnataka,2841.3
2023-04-11,Rice,34.93,Mumbai APMC,Karnataka,3432.4
2023-04-11,Soybean,55.18,Coimbatore APMC,Uttar Pradesh,721.7
2023-04-11,Cotton,68.35,Coimbatore APMC,Uttar Pradesh,1559.7
2023-04-12,Tomato,49.8,Delhi Azadpur,Gujarat,2751.9
2023-04-12,Potato,17.05,Bengaluru APMC,Haryana,525.4
2023-04-12,Corn,26.71,Hyderabad,Punjab,2543.9
2023-04-12,Wheat,30.49,Mumbai APMC,Gujarat,1803.3
2023-04-12,Rice,37.03,Hyderabad,Haryana,4809.2
2023-04-12,Soybean,53.35,Hyderabad,Tamil Nadu,4567.2
2023-04-12,Cotton,70.77,Chennai APMC,Haryana,487.7
2023-04-13,Tomato,47.02,Madurai,Uttar Pradesh,3943.8
2023-04-13,Potato,21.73,Mumbai APMC,Karnataka,3123.4
2023-04-13,Corn,24.25,Delhi Azadpur,Tamil Nadu,3788.9
2023-04-13,Wheat,30.3,Bengaluru APMC,Karnataka,2044.6
2023-04-13,Rice,36.53,Chennai APMC,Gujarat,4047.0
2023-04-13,Soybean,53.99,Hyderabad,Tamil Nadu,469.1
2023-04-13,Cotton,70.54,Delhi Azadpur,Maharashtra,1700.7
2023-04-14,Tomato,44.41,Koyambedu,Uttar Pradesh,2848.9
2023-04-14,Potato,17.95,Mumbai APMC,Tamil Nadu,651.1
2023-04-14,Corn,25.09,Chennai APMC,Andhra Pradesh,2605.5
2023-04-14,Wheat,30.23,Hyderabad,Karnataka,1156.5
2023-04-14,Rice,36.7,Madurai,Uttar Pradesh,3159.8
2023-04-14,Soybean,54.0,Chennai APMC,Gujarat,3137.1
2023-04-14,Cotton,70.5,Coimbatore APMC,Maharashtra,382.4
2023-04-15,Tomato,46.07,Madurai,Maharashtra,2623.1
2023-04-15,Potato,18.71,Coimbatore APMC,Andhra Pradesh,562.9
2023-04-15,Corn,24.17,Chennai APMC,Rajasthan,2246.9
2023-04-15,Wheat,28.41,Chennai APMC,Maharashtra,1534.6
2023-04-15,Rice,37.49,Hyderabad,Karnataka,4110.3
2023-04-15,Soybean,51.32,Delhi Azadpur,Gujarat,4303.6
2023-04-15,Cotton,71.42,Koyambedu,Haryana,773.9
2023-04-16,Tomato,47.49,Chennai APMC,Karnataka,751.3
2023-04-16,Potato,20.16,Coimbatore APMC,Karnataka,2582.0
2023-04-16,Corn,25.25,Coimbatore APMC,Gujarat,2428.3
2023-04-16,Wheat,32.28,Delhi Azadpur,Maharashtra,4797.5
2023-04-16,Rice,38.3,Hyderabad,Punjab,3355.1
2023-04-16,Soybean,51.02,Bengaluru APMC,Haryana,3503.4
2023-04-16,Cotton,67.86,Koyambedu,Gujarat,2113.6
2023-04-17,Tomato,45.74,Bengaluru APMC,Karnataka,188.5
2023-04-17,Potato,19.72,Hyderabad,Maharashtra,2842.8
2023-04-17,Corn,24.46,Chennai APMC,Uttar Pradesh,218.7
2023-04-17,Wheat,28.59,Hyderabad,Tamil Nadu,4545.1
2023-04-17,Rice,36.96,Mumbai APMC,Karnataka,2366.1
2023-04-17,Soybean,52.55,Hyderabad,Uttar Pradesh,95.1
2023-04-17,Cotton,68.76,Madurai,Punjab,2528.2
2023-04-18,Tomato,44.47,Coimbatore APMC,Punjab,4517.6
2023-04-18,Potato,18.2,Bengaluru APMC,Rajasthan,360.7
2023-04-18,Corn,21.55,Madurai,Punjab,3296.9
2023-04-18,Wheat,28.12,Mumbai APMC,Gujarat,3590.2
2023-04-18,Rice,38.16,Madurai,Uttar Pradesh,3935.6
2023-04-18,Soybean,52.16,Delhi Azadpur,Haryana,387.6
2023-04-18,Cotton,73.53,Hyderabad,Haryana,4814.6
2023-04-19,Tomato,47.22,Madurai,Rajasthan,3888.2
2023-04-19,Potato,19.76,Delhi Azadpur,Karnataka,3504.0
2023-04-19,Corn,22.19,Mumbai APMC,Haryana,384.5
2023-04-19,Wheat,30.53,Chennai APMC,Karnataka,1196.9
2023-04-19,Rice,35.62,Koyambedu,Gujarat,4674.5
2023-04-19,Soybean,53.67,Hyderabad,Punjab,3811.6
2023-04-19,Cotton,73.32,Coimbatore APMC,Maharashtra,4504.0
2023-04-20,Tomato,46.24,Madurai,Haryana,3791.3
2023-04-20,Potato,21.11,Bengaluru APMC,Maharashtra,356.5
2023-04-20,Corn,22.33,Delhi Azadpur,Maharashtra,235.2
2023-04-20,Wheat,29.33,Koyambedu,Gujarat,3828.6
2023-04-20,Rice,39.04,Chennai APMC,Karnataka,1639.7
2023-04-20,Soybean,52.44,Hyderabad,Haryana,709.4
2023-04-20,Cotton,72.1,Coimbatore APMC,Andhra Pradesh,1299.8
2023-04-21,Tomato,47.34,Hyderabad,Uttar Pradesh,1166.2
2023-04-21,Potato,18.44,Madurai,Haryana,4078.5
2023-04-21,Corn,24.23,Coimbatore APMC,Maharashtra,2931.4
2023-04-21,Wheat,30.74,Koyambedu,Andhra Pradesh,214.5
2023-04-21,Rice,37.21,Madurai,Tamil Nadu,1829.8
2023-04-21,Soybean,50.93,Bengaluru APMC,Rajasthan,4329.2
2023-04-21,Cotton,68.19,Mumbai APMC,Karnataka,3427.7
2023-04-22,Tomato,45.81,Hyderabad,Andhra Pradesh,4170.4
2023-04-22,Potato,19.07,Hyderabad,Rajasthan,1792.9
